-5.0 -0.9999092042626
-4.8 -0.99986455170076
-4.6 -0.99979794161218
-4.4 -0.99969857928388
-4.2 -0.99955036645953
-4.0 -0.99932929973907
-3.8 -0.99899959778584
-3.6 -0.99850794233233
-3.4 -0.99777492793428
-3.2 -0.99668239783965
-3.0 -0.99505475368673
-2.8 -0.99263152020113
-2.6 -0.9890274022011
-2.4 -0.98367485769368
-2.2 -0.97574313003145
-2.0 -0.96402758007582
-1.8 -0.94680601284627
-1.6 -0.92166855440647
-1.4 -0.88535164820226
-1.2 -0.83365460701215
-1.0 -0.76159415595576
-0.8 -0.66403677026785
-0.6 -0.53704956699803
-0.4 -0.37994896225522
-0.2 -0.1973753202249
2.1649348980191e-15 2.2204460492503e-15
0.2 0.19737532022491
0.4 0.37994896225523
0.6 0.53704956699804
0.8 0.66403677026785
1.0 0.76159415595577
1.2 0.83365460701216
1.4 0.88535164820226
1.6 0.92166855440647
1.8 0.94680601284627
2.0 0.96402758007582
2.2 0.97574313003145
2.4 0.98367485769368
2.6 0.9890274022011
2.8 0.99263152020113
3.0 0.99505475368673
3.2 0.99668239783965
3.4 0.99777492793428
3.6 0.99850794233233
3.8 0.99899959778584
4.0 0.99932929973907
4.2 0.99955036645953
4.4 0.99969857928388
4.6 0.99979794161218
4.8 0.99986455170076
